NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Unit Per Package Size,Therapeutic Equivalent Code ,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date ,Date Reported to CMS
00781,3527,20,SANDOZ,Active,EDARAVONE,01,0216902,N,1,N,12/23/2024,01/31/2025,ML,100,AP,Y,,01/31/2025,,,02/20/2025
00781,3527,94,SANDOZ,Active,EDARAVONE,01,0216902,N,1,N,12/23/2024,01/31/2025,ML,100,AP,Y,,01/31/2025,,,02/20/2025
00941,0690,01,BAXTER HEALTHCARE CORPORATION,Active,Dianeal Low Calcium (2.5mEq/L),11,,N,1,N,10/14/2024,12/08/2024,ML,2000,NR,Y,,12/08/2024,,,02/20/2025
00941,0690,08,BAXTER HEALTHCARE CORPORATION,Active,Dianeal Low Calcium (2.5mEq/L) ,11,,N,1,N,10/14/2024,12/08/2024,ML,2000,NR,Y,,12/08/2024,,,02/20/2025
00941,0696,01,BAXTER HEALTHCARE CORPORATION,Active,Dianeal Low Calcium (2.5mEq/L),11,,N,1,N,10/14/2024,01/08/2025,ML,2000,NR,Y,,01/08/2025,,,02/20/2025
00941,0696,06,BAXTER HEALTHCARE CORPORATION,Active,Dianeal Low Calcium (2.5mEq/L) ,11,,N,1,N,10/14/2024,01/08/2025,ML,2000,NR,Y,,01/08/2025,,,02/20/2025
00941,0701,01,BAXTER HEALTHCARE CORPORATION,Active,Dianeal Low Calcium (2.5mEq/L) ,11,,N,1,N,10/14/2024,01/23/2025,ML,6000,NR,Y,,01/23/2025,,,02/20/2025
00941,0701,02,BAXTER HEALTHCARE CORPORATION,Active,Dianeal Low Calcium (2.5mEq/L) ,11,,N,1,N,10/14/2024,01/23/2025,ML,6000,NR,Y,,01/23/2025,,,02/20/2025
00941,0703,01,BAXTER HEALTHCARE CORPORATION,Active,Dianeal Low Calcium (2.5mEq/L) ,11,,N,1,N,10/14/2024,01/22/2025,ML,6000,NR,Y,,01/22/2025,,,02/20/2025
00941,0703,02,BAXTER HEALTHCARE CORPORATION,Active,Dianeal Low Calcium (2.5mEq/L) ,11,,N,1,N,10/14/2024,01/22/2025,ML,6000,NR,Y,,01/22/2025,,,02/20/2025
00941,0713,01,BAXTER HEALTHCARE CORPORATION,Active,Dianeal PD-4 Low Calcium with 2.5% Dextrose,11,,N,1,N,10/14/2024,01/10/2025,ML,2000,NR,Y,,01/10/2025,,,02/20/2025
00941,0713,06,BAXTER HEALTHCARE CORPORATION,Active,Dianeal PD-4 Low Calcium with 2.5% Dextrose,11,,N,1,N,10/14/2024,01/10/2025,ML,2000,NR,Y,,01/10/2025,,,02/20/2025
16714,0224,03,NORTHSTAR RX LLC,Active,LOSA HCTZ TB100/12.5MG 1000,01,0091629,N,1,N,10/06/2010,10/08/2010,TAB,1,AB,N,,10/08/2010,,,02/20/2025
31722,0039,47,"CAMBER PHARMACEUTICALS, INC.",Active,Nimodipine Oral Solution 60 mg/20 mL(3 mg/mL),01,0216937,N,1,N,07/09/2024,01/07/2025,ML,473,AA,N,,01/07/2025,,,02/18/2025
31722,0265,30,"CAMBER PHARMACEUTICALS, INC.",Active,Erlotinib Tablets,01,0209267,N,1,N,05/24/2024,01/09/2025,TAB,30,AB,N,,01/09/2025,,,02/18/2025
33342,0279,07,MACLEODS PHARMACEUTICALS LIMITED,Active,"Amlodipine Valsartan Tablets 5 / 160 mg, 30",01,0207292,N,1,N,10/11/2024,01/15/2025,TAB,30,AB,N,,01/15/2025,,,02/19/2025
33342,0279,10,MACLEODS PHARMACEUTICALS LIMITED,Active,"Amlodipine Valsartan Tablets 5 / 160 mg, 90",01,0207292,N,1,N,10/11/2024,01/15/2025,TAB,90,AB,N,,01/15/2025,,,02/19/2025
33342,0280,07,MACLEODS PHARMACEUTICALS LIMITED,Active,"Amlodipine Valsartan Tablets 10 / 160 mg, 30",01,0207292,N,1,N,10/11/2024,01/15/2025,TAB,30,AB,N,,01/15/2025,,,02/19/2025
33342,0280,10,MACLEODS PHARMACEUTICALS LIMITED,Active,"Amlodipine Valsartan Tablets 10 / 160 mg, 90",01,0207292,N,1,N,10/11/2024,01/15/2025,TAB,90,AB,N,,01/15/2025,,,02/19/2025
33342,0281,07,MACLEODS PHARMACEUTICALS LIMITED,Active,"Amlodipine Valsartan Tablets 5 / 320 mg, 30",01,0207292,N,1,N,10/11/2024,01/15/2025,TAB,30,AB,N,,01/15/2025,,,02/19/2025
33342,0281,10,MACLEODS PHARMACEUTICALS LIMITED,Active,"Amlodipine Valsartan Tablets 5 / 320 mg, 90",01,0207292,N,1,N,10/11/2024,01/15/2025,TAB,90,AB,N,,01/15/2025,,,02/19/2025
33342,0282,07,MACLEODS PHARMACEUTICALS LIMITED,Active,"Amlodipine Valsartan Tablets 10 / 320 mg, 30",01,0207292,N,1,N,10/11/2024,01/15/2025,TAB,30,AB,N,,01/15/2025,,,02/19/2025
33342,0282,10,MACLEODS PHARMACEUTICALS LIMITED,Active,"Amlodipine Valsartan Tablets 10 / 320 mg, 90",01,0207292,N,1,N,10/11/2024,01/15/2025,TAB,90,AB,N,,01/15/2025,,,02/19/2025
33342,0283,07,MACLEODS PHARMACEUTICALS LIMITED,Active,Amlodipine /160 mg Valsartan /12.5 mg Hydrochlorothiazide Table,01,0207299,N,1,N,01/07/2025,02/17/2025,TAB,30,AB,N,,02/17/2025,,,02/19/2025
33342,0284,07,MACLEODS PHARMACEUTICALS LIMITED,Active,Amlodipine /160 mg Valsartan /12.5 mg Hydrochlorothiazide Table,01,0207299,N,1,N,01/07/2025,02/17/2025,TAB,30,AB,N,,02/17/2025,,,02/19/2025
33342,0285,07,MACLEODS PHARMACEUTICALS LIMITED,Active,Amlodipine /160 mg Valsartan /25 mg Hydrochlorothiazide Tablets,01,0207299,N,1,N,01/07/2025,02/17/2025,TAB,30,AB,N,,02/17/2025,,,02/19/2025
33342,0286,07,MACLEODS PHARMACEUTICALS LIMITED,Active,Amlodipine /160 mg Valsartan /25 mg Hydrochlorothiazide Tablets,01,0207299,N,1,N,01/07/2025,02/17/2025,TAB,30,AB,N,,02/17/2025,,,02/19/2025
33342,0287,07,MACLEODS PHARMACEUTICALS LIMITED,Active,Amlodipine /320 mg Valsartan /25 mg Hydrochlorothiazide Tablets,01,0207299,N,1,N,01/07/2025,02/17/2025,TAB,30,AB,N,,02/17/2025,,,02/19/2025
33342,0288,68,MACLEODS PHARMACEUTICALS LIMITED,Active,"Sevelamer Carbonate Suspension 0.8 gm, 90",01,0207291,N,1,N,04/25/2024,02/17/2025,EA,90,AB,N,,02/17/2025,,,02/19/2025
33342,0289,68,MACLEODS PHARMACEUTICALS LIMITED,Active,"Sevelamer Carbonate Suspension 2.4 gm, 90",01,0207291,N,1,N,04/25/2024,02/17/2025,EA,90,AB,N,,02/17/2025,,,02/19/2025
33342,0302,09,MACLEODS PHARMACEUTICALS LIMITED,Active,"Lacosamide Tablets 50 mg, 60",01,0208466,N,1,N,05/24/2024,02/17/2025,TAB,60,AB,N,,02/17/2025,,,02/20/2025
33342,0303,09,MACLEODS PHARMACEUTICALS LIMITED,Active,"Lacosamide Tablets 100 mg, 60",01,0208466,N,1,N,05/24/2024,02/17/2025,TAB,60,AB,N,,02/17/2025,,,02/20/2025
33342,0304,09,MACLEODS PHARMACEUTICALS LIMITED,Active,"Lacosamide Tablets 150 mg, 60",01,0208466,N,1,N,05/24/2024,02/17/2025,TAB,60,AB,N,,02/17/2025,,,02/20/2025
33342,0305,09,MACLEODS PHARMACEUTICALS LIMITED,Active,"Lacosamide Tablets 200 mg, 60",01,0208466,N,1,N,05/24/2024,02/17/2025,TAB,60,AB,N,,02/17/2025,,,02/20/2025
33342,0531,08,MACLEODS PHARMACEUTICALS LIMITED,Active,Levofloxacin Tablets 250mg,01,0200839,N,1,N,03/22/2012,05/01/2013,TAB,50,AB,N,01/02/2025,01/02/2025,,,02/19/2025
33342,0536,10,MACLEODS PHARMACEUTICALS LIMITED,Active,"Sildenafil Citrate Tablets 20 mg,90",01,0203814,N,1,N,12/17/2013,06/01/2014,TAB,90,AB,N,01/15/2025,01/15/2025,,,02/20/2025
50742,0354,01,"INGENUS PHARMACEUTICALS, LLC",Active,"Mensa Tablets, USP 400mg",01,0218871,N,1,N,01/13/2025,01/13/2025,TAB,1,AB,N,,01/13/2025,,,02/20/2025
50742,0354,10,"INGENUS PHARMACEUTICALS, LLC",Active,"Mensa Tablets, USP 400mg (Inner Pak)",01,0218871,N,1,N,01/13/2025,01/13/2025,TAB,1,AB,N,,01/13/2025,,,02/20/2025
50742,0392,05,"INGENUS PHARMACEUTICALS, LLC",Active,Albuterol Sulfate Inhalation Solution 0.63mg/3mL 5 Vials,01,0215571,N,1,N,05/03/2024,01/22/2025,ML,3,AN,Y,,01/22/2025,,,02/20/2025
50742,0392,25,"INGENUS PHARMACEUTICALS, LLC",Active,Albuterol Sulfate Inhalation Solution 063mg/3mL 5x5,01,0215571,N,1,N,05/03/2024,01/22/2025,ML,3,AN,Y,,01/22/2025,,,02/20/2025
50742,0393,05,"INGENUS PHARMACEUTICALS, LLC",Active,Albuterol Sulfate Inhalation Solution 1.25mg/3mL 5 Vials,01,0215571,N,1,N,05/03/2024,01/22/2025,ML,3,AN,Y,,01/22/2025,,,02/20/2025
50742,0393,25,"INGENUS PHARMACEUTICALS, LLC",Active,Albuterol Sulfate Inhalation Solution 1.25mg/3mL 5x5,01,0215571,N,1,N,05/03/2024,01/22/2025,ML,3,AN,Y,,01/22/2025,,,02/20/2025
50742,0549,01,"INGENUS PHARMACEUTICALS, LLC",Active,Fentanyl Transdermal System 12.5mcg/h,01,0077449,N,1,N,09/11/2015,02/11/2016,TDP,1,AB,N,01/30/2025,01/30/2025,,,02/20/2025
50742,0549,05,"INGENUS PHARMACEUTICALS, LLC",Active,Fentanyl Transdermal System 12.5mcg/h,01,0077449,N,1,N,09/11/2015,02/11/2016,TDP,1,AB,N,01/30/2025,01/30/2025,,,02/20/2025
50742,0550,01,"INGENUS PHARMACEUTICALS, LLC",Active,Fentanyl Transdermal System 25mcg/h,01,0077449,N,1,N,10/20/2008,03/23/2010,TDP,1,AB,N,01/22/2025,01/22/2025,,,02/20/2025
50742,0550,05,"INGENUS PHARMACEUTICALS, LLC",Active,Fentanyl Transdermal System 25mcg/h,01,0077449,N,1,N,10/20/2008,03/23/2010,TDP,1,AB,N,01/22/2025,01/22/2025,,,02/20/2025
50742,0552,01,"INGENUS PHARMACEUTICALS, LLC",Active,Fentanyl Transdermal System 50mcg/h,01,0077449,N,1,N,10/20/2008,03/23/2010,TDP,1,AB,N,01/08/2025,01/08/2025,,,02/20/2025
50742,0552,05,"INGENUS PHARMACEUTICALS, LLC",Active,Fentanyl Transdermal System 50mcg/h,01,0077449,N,1,N,10/20/2008,03/23/2010,TDP,1,AB,N,01/08/2025,01/08/2025,,,02/20/2025
50742,0554,01,"INGENUS PHARMACEUTICALS, LLC",Active,Fentanyl Transdermal System 75mcg/h,01,0077449,N,1,N,10/20/2008,03/23/2010,TDP,1,AB,N,01/08/2025,01/08/2025,,,02/20/2025
50742,0554,05,"INGENUS PHARMACEUTICALS, LLC",Active,Fentanyl Transdermal System 75mcg/h,01,0077449,N,1,N,10/20/2008,03/23/2010,TDP,1,AB,N,01/08/2025,01/08/2025,,,02/20/2025
50742,0556,01,"INGENUS PHARMACEUTICALS, LLC",Active,Fentanyl Transdermal System 100mcg/h,01,0077449,N,1,N,10/20/2008,03/23/2010,TDP,1,AB,N,01/08/2025,01/08/2025,,,02/20/2025
50742,0556,05,"INGENUS PHARMACEUTICALS, LLC",Active,Fentanyl Transdermal System 100mcg/h,01,0077449,N,1,N,10/20/2008,03/23/2010,TDP,1,AB,N,01/08/2025,01/08/2025,,,02/20/2025
52817,0835,30,"TRUPHARMA, LLC",Active,NITROGLYCERIN OINTMENT 0.4% 30 GM,01,0212222,N,1,N,11/29/2024,01/14/2025,GM,30,AB,N,,01/14/2025,,,02/21/2025
60219,2279,02,AMNEAL PHARMACEUTICALS,Active,Everolimus 2mg Oral Susp,01,0218863,N,1,N,01/10/2025,02/03/2025,TAB,28,AB,N,,02/03/2025,,,02/19/2025
60219,2280,02,AMNEAL PHARMACEUTICALS,Active,Everolimus 3mg Oral Susp ,01,0218863,N,1,N,01/10/2025,01/31/2025,TAB,28,AB,N,,01/31/2025,,,02/19/2025
60219,2281,02,AMNEAL PHARMACEUTICALS,Active,Everolimus 5mg Oral Susp,01,0218863,N,1,N,01/10/2025,02/03/2025,TAB,28,AB,N,,02/03/2025,,,02/19/2025
60923,0542,51,SAREPTA THERAPEUTICS INC.,Active,ELEVIDYS 51x10mL vials/kit 1.33E13 vg/mL,02,0125781,S,1,N,06/22/2023,01/16/2025,EA,1,NR,Y,,01/16/2025,,,02/21/2025
60923,0543,52,SAREPTA THERAPEUTICS INC.,Active,ELEVIDYS 52x10mL vials/kit 1.33E13 vg/mL,02,0125781,S,1,N,06/22/2023,01/23/2025,EA,1,NR,Y,,01/23/2025,,,02/21/2025
60923,0547,56,SAREPTA THERAPEUTICS INC.,Active,ELEVIDYS 56x10mL vials/kit 1.33E13 vg/mL,02,0125781,S,1,N,06/22/2023,01/20/2025,EA,1,NR,Y,,01/20/2025,,,02/21/2025
60923,0550,59,SAREPTA THERAPEUTICS INC.,Active,ELEVIDYS 59x10mL vials/kit 1.33E13 vg/mL,02,0125781,S,1,N,06/22/2023,01/02/2025,EA,1,NR,Y,,01/02/2025,,,02/21/2025
60923,0553,62,SAREPTA THERAPEUTICS INC.,Active,ELEVIDYS 62x10mL vials/kit 1.33E13 vg/mL,02,0125781,S,1,N,06/22/2023,01/24/2025,EA,1,NR,Y,,01/24/2025,,,02/21/2025
61314,0325,20,SANDOZ INC.,Active,ADALIMUMAB,02,0761071,S,1,N,10/30/2018,07/06/2023,ML,0.8,NR,Y,01/16/2025,01/16/2025,,,02/20/2025
61314,0325,96,SANDOZ INC.,Active,ADALIMUMAB,02,0761071,S,1,N,10/30/2018,07/06/2023,ML,0.8,NR,Y,01/16/2025,01/16/2025,,,02/20/2025
62484,0015,05,"NOVA LABORATORIES, LTD",Active,Xromi,03,0216593,S,1,N,04/04/2024,03/07/2025,ML,148,NR,N,,03/07/2025,,,02/20/2025
64850,0550,01,"Elite Laboratories, Inc.",Active,LISDEXAMFETAMINE DIMESYLATE 10mg,01,0218604,N,1,N,11/15/2024,01/17/2025,CAP,1,AB,N,,01/17/2025,,,02/18/2025
66758,0235,01,SANDOZ INC.,Active,FOCALIN XR,03,0021802,I,1,Y,05/26/2005,06/02/2005,CAP,1,AB,N,01/30/2025,01/30/2025,,,02/20/2025
69238,1247,03,"AMNEAL PHARMACEUTICALS, LLC",Active,Memantine / Donepezil HCL ER 28mg/10mg,01,0208328,N,1,N,01/27/2017,01/17/2025,CAP,30,AB,N,,01/17/2025,,,02/19/2025
69238,1248,03,"AMNEAL PHARMACEUTICALS, LLC",Active,Memantine / Donepezil HCL ER 14mg/10mg,01,0208328,N,1,N,01/27/2017,01/17/2025,CAP,30,BE,N,,01/17/2025,,,02/19/2025
69452,0209,07,"BIONPHARMA, INC.",Active,Nimodipine Capsules,01,0076740,N,1,N,01/17/2008,12/21/2017,CAP,1,AB,N,,12/21/2017,,,02/20/2025
69543,0457,14,"VIRTUS PHARMACEUTICALS, LLC",Active,"Ciprofloxacin Otic Solution, 0.2%",01,0217887,N,1,N,11/15/2024,12/13/2024,ML,1,AT,N,,12/13/2024,,,02/20/2025
70436,0119,80,"SLATE RUN PHARMACEUTICALS, LLC",Active,"Leucovorin Calcium for Injection, USP, 350mg/vial",01,0217021,N,1,N,07/10/2023,01/24/2025,EA,1,AP,Y,,01/24/2025,,,02/19/2025
70677,1109,04,STRATEGIC SOURCING SERVICES LLC,Active,F&T CLEARLAX PLY GLYCOL 26.9Z,01,0090685,N,2,N,08/01/2009,09/01/2009,GM,765,NR,N,11/15/2023,11/15/2023,,,02/21/2025
70677,1138,05,STRATEGIC SOURCING SERVICES LLC,Active,F&T PAIN REL 500MG XS TAB 1000,10,PART343,N,2,N,09/30/1990,11/21/2011,TAB,1,NR,N,01/04/2024,01/04/2024,,,02/21/2025
70677,1198,01,STRATEGIC SOURCING SERVICES LLC,Active,F&T CALDYPHEN LOTION 6OZ,10,PART347,N,2,N,09/30/1990,01/01/1993,ML,177,NR,N,01/03/2025,01/03/2025,,,02/21/2025
70677,1204,01,STRATEGIC SOURCING SERVICES LLC,Active,F&T IODINE TINC MILD 1OZ,10,PART333,N,2,N,12/17/2024,01/03/2025,ML,30,NR,N,01/03/2025,01/03/2025,,,02/21/2025
70677,1274,01,STRATEGIC SOURCING SERVICES LLC,Active,F&T DUAL IBUPROF ACET TAB 36,01,0214836,N,2,N,02/28/2023,03/01/2023,TAB,1,NR,N,01/24/2025,01/24/2025,,,02/20/2025
70677,1275,01,STRATEGIC SOURCING SERVICES LLC,Active,F&T OMEPRAZ WLDBRY TAB 20MG 42,03,0022032,I,2,N,12/04/2007,01/01/2008,TAB,1,NR,N,01/24/2025,01/24/2025,,,02/20/2025
70677,1275,02,STRATEGIC SOURCING SERVICES LLC,Active,F&T OMEPRAZ WLDBRY TAB 20MG,03,0022032,I,2,N,12/04/2007,01/01/2008,TAB,1,NR,N,01/24/2025,01/24/2025,,,02/20/2025
70748,0332,02,LUPIN PHARMACEUTICALS INC.,Active,Prednisolone Acetate Oph susp USP 1% 5ml,01,0216935,N,1,N,08/02/2024,10/11/2024,ML,5,AB,N,,10/11/2024,,,02/19/2025
70748,0332,03,LUPIN PHARMACEUTICALS INC.,Active,Prednisolone Acetate Oph sus USP 1% 10ml,01,0216935,N,1,N,08/02/2024,10/11/2024,ML,10,AB,N,,10/11/2024,,,02/19/2025
70748,0332,04,LUPIN PHARMACEUTICALS INC.,Active,Prednisolone Acetate Oph sus USP 1% 15ml,01,0216935,N,1,N,08/02/2024,10/11/2024,ML,15,AB,N,,10/11/2024,,,02/19/2025
71085,0001,30,"IPG Pharmaceuticals, Inc.",Active,Lidocaine 5%,01,0086724,N,1,N,09/30/1990,08/01/2005,GM,30,AT,N,11/15/2016,01/07/2025,,,02/17/2025
71085,0002,05,"IPG Pharmaceuticals, Inc.",Active,Diclofenac 1.5%,01,0203818,N,1,N,11/26/2014,04/09/2015,ML,150,AT,N,02/08/2017,01/07/2025,,,02/17/2025
71085,0003,00,"IPG Pharmaceuticals, Inc.",Active,Diclofenac 3%,01,0206298,N,1,N,04/28/2016,04/29/2016,GM,100,AT,N,12/22/2016,01/07/2025,,,02/17/2025
71085,0004,01,"IPG Pharmaceuticals, Inc.",Active,Fluocinonide 0.1%,01,0200734,N,1,N,07/14/2014,07/15/2014,GM,120,AB,N,12/22/2016,01/07/2025,,,02/17/2025
71085,0005,60,"IPG Pharmaceuticals, Inc.",Active,Fluocinonide 0.05%,01,0071500,N,1,N,09/30/1990,03/21/2017,GM,60,AB,N,03/21/2017,01/07/2025,,,02/17/2025
71085,0006,60,"IPG Pharmaceuticals, Inc.",Active,Fluocinonide 0.05%,01,0074799,N,1,N,11/01/1997,02/01/1998,ML,60,AT,N,12/21/2016,01/07/2025,,,02/17/2025
71085,0007,60,"IPG Pharmaceuticals, Inc.",Active,Clobetasol Propionate 0.05%,01,0074249,N,1,N,07/08/1996,09/01/1996,GM,60,AB,N,12/22/2016,01/07/2025,,,02/17/2025
71085,0008,60,"IPG Pharmaceuticals, Inc.",Active,Ketoconazole 2%,01,0075638,N,1,N,12/18/2002,12/18/2002,GM,60,AB,N,12/21/2016,01/07/2025,,,02/17/2025
71085,0009,30,"IPG Pharmaceuticals, Inc.",Active,Nystatin & Triamcinolone,01,0062364,N,1,N,09/30/1990,09/30/1990,GM,30,AT,N,01/09/2017,01/07/2025,,,02/17/2025
72511,0501,01,AMGEN USA INC.,Active,REPATHA (evolocumab),02,0125522,S,1,N,08/27/2015,08/31/2015,ML,1,NR,Y,01/07/2025,01/07/2025,,,02/18/2025
72603,0254,01,NORTHSTAR RX LLC,Active,EVEROLIMUS TAB 2.5MG 30,01,0214182,N,1,N,02/11/2021,10/01/2021,TAB,1,AB,N,01/17/2025,01/17/2025,,,02/20/2025
72603,0255,01,NORTHSTAR RX LLC,Active,EVEROLIMUS TAB 5MG 30,01,0214182,N,1,N,02/11/2021,10/01/2021,TAB,1,AB,N,01/17/2025,01/17/2025,,,02/20/2025
72603,0257,01,NORTHSTAR RX LLC,Active,EVEROLIMUS TAB 10MG 30,01,0214182,N,1,N,02/11/2021,10/01/2021,TAB,1,AB,N,01/17/2025,01/17/2025,,,02/20/2025
72603,0266,01,NORTHSTAR RX LLC,Active,NITROGLYCER TB 0.4MG 25,01,0217970,N,1,N,12/05/2023,02/13/2024,TAB,1,AB,N,01/10/2025,01/10/2025,,,02/20/2025
72603,0266,04,NORTHSTAR RX LLC,Active,NITROGLYCER TB 0.4MG 4X25,01,0217970,N,1,N,12/05/2023,02/13/2024,TAB,1,AB,N,01/10/2025,01/10/2025,,,02/20/2025
72603,0270,01,NORTHSTAR RX LLC,Active,BORTEZOMIB LYO SDV 3.5MG 1,01,0202963,N,1,N,07/26/2022,07/26/2022,EA,1,AP,Y,01/10/2025,01/10/2025,,,02/20/2025
72603,0282,01,NORTHSTAR RX LLC,Active,ATORVASTAT CAL TB 10MG 90,01,0214344,N,1,N,09/12/2023,03/04/2024,TAB,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0282,02,NORTHSTAR RX LLC,Active,ATORVASTAT CAL TB 10MG 500,01,0214344,N,1,N,09/12/2023,03/04/2024,TAB,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0282,03,NORTHSTAR RX LLC,Active,ATORVASTAT CAL TB10MG 1000,01,0214344,N,1,N,09/12/2023,03/04/2024,TAB,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0283,01,NORTHSTAR RX LLC,Active,ATORVASTAT CAL TB 20MG 90,01,0214344,N,1,N,09/12/2023,03/04/2024,TAB,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0283,02,NORTHSTAR RX LLC,Active,ATORVASTAT CAL TB 20MG 500,01,0214344,N,1,N,09/12/2023,03/04/2024,TAB,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0283,03,NORTHSTAR RX LLC,Active,ATORVASTAT CAL TB20MG 1000,01,0214344,N,1,N,09/12/2023,03/04/2024,TAB,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0284,01,NORTHSTAR RX LLC,Active,ATORVASTAT CAL TB40MG 90,01,0214344,N,1,N,09/12/2023,03/27/2024,TAB,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0284,02,NORTHSTAR RX LLC,Active,ATORVASTAT CAL TB 40MG 500,01,0214344,N,1,N,09/12/2023,03/27/2024,TAB,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0284,03,NORTHSTAR RX LLC,Active,ATORVASTA CAL TB 40MG 1000,01,0214344,N,1,N,09/12/2023,03/27/2024,TAB,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0285,01,NORTHSTAR RX LLC,Active,ATORVASTATI CAL TB 80MG 90,01,0214344,N,1,N,09/12/2023,03/27/2024,TAB,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0285,02,NORTHSTAR RX LLC,Active,ATORVASTAT CAL TB 80MG 500,01,0214344,N,1,N,09/12/2023,03/27/2024,TAB,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0285,03,NORTHSTAR RX LLC,Active,ATORVASTA CAL TB 80MG 1000,01,0214344,N,1,N,09/12/2023,03/27/2024,TAB,1,AB,N,01/20/2025,01/20/2025,,,02/20/2025
72603,0304,01,NORTHSTAR RX LLC,Active,MESALAMINE TB DR 1.2G 120,01,0216334,N,1,N,02/05/2024,04/09/2024,TAB,1,AB,N,01/06/2025,01/06/2025,,,02/20/2025
72603,0310,01,NORTHSTAR RX LLC,Active,CYCLOBENZ HCL TB 5MG 100,01,0208170,N,1,N,05/31/2017,05/23/2018,TAB,1,AB,N,01/24/2025,01/24/2025,,,02/20/2025
72603,0310,02,NORTHSTAR RX LLC,Active,CYCLOBENZ HCL TB 5MG 500,01,0208170,N,1,N,05/31/2017,05/23/2018,TAB,1,AB,N,01/24/2025,01/24/2025,,,02/20/2025
