NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Unit Per Package Size,Therapeutic Equivalent Code ,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date ,Date Reported to CMS
00641,6236,10,HIKMA PHARMACEUTICALS USA INC.,Active,Ephedrine Sulfate Intrav Solution Prefilled Syringe 25MG5ml x10,01,0217721,N,1,N,10/11/2024,12/20/2024,ML,50,AP,Y,,12/20/2024,,,01/22/2025
00941,0729,01,BAXTER HEALTHCARE CORPORATION,Active,DIANEAL PD4 Glucose 2.27% w/v / 22.7 mg/mL Solution,11,,N,1,N,10/14/2024,01/02/2025,ML,5000,NR,Y,,01/02/2025,,,01/21/2025
00941,0729,02,BAXTER HEALTHCARE CORPORATION,Active,DIANEAL PD4 Glucose 2.27% w/v / 22.7 mg/mL Solution ,11,,N,1,N,10/14/2024,01/02/2025,ML,5000,NR,Y,,01/02/2025,,,01/21/2025
00941,0733,01,BAXTER HEALTHCARE CORPORATION,Active,DIANEAL PD4 Glucose 1.36% w/v / 13.6 mg/mL,11,,N,1,N,10/14/2024,01/09/2025,ML,2500,NR,Y,,01/09/2025,,,01/21/2025
00941,0733,04,BAXTER HEALTHCARE CORPORATION,Active,DIANEAL PD4 Glucose 1.36% w/v / 13.6 mg/mL,11,,N,1,N,10/14/2024,01/09/2025,ML,2500,NR,Y,,01/09/2025,,,01/21/2025
10122,0310,01,"CHIESI USA, INC.",Active,FILSUVEZ 10% Birch Triterpenes Topical Gel INNER PACK NDC,03,0215064,S,1,N,12/18/2023,02/15/2024,EA,1,NR,N,06/26/2024,06/26/2024,,,01/24/2025
10122,0420,28,"CHIESI USA, INC.",Active,Juxtapid 20mg,03,0203858,S,1,N,12/21/2012,04/03/2013,CAP,1,NR,N,10/25/2024,10/25/2024,,,01/24/2025
10122,0430,28,"CHIESI USA, INC.",Active,Juxtapid 30mg,03,0203858,S,1,N,04/23/2015,06/29/2015,CAP,1,NR,N,12/06/2024,12/06/2024,,,01/24/2025
24338,0055,01,AZURITY PHARMACEUTICALS INC.,Active,AZMIRO (testosterone cypionate) injection,03,0216318,I,1,N,10/16/2024,12/06/2024,ML,1,NR,Y,,12/06/2024,,,01/24/2025
25021,0685,20,"SAGENT PHARMACEUTICALS, INC.",Active,VECURONIUM BROMIDE FOR INJECTION 20MG 10x1 EA,01,0205390,N,1,N,05/26/2016,06/30/2017,EA,10,AP,Y,08/15/2024,08/15/2024,,,01/23/2025
28595,0501,08,ALLEGIS PHARMACEUTICALS LLC,Active,Sulfacetamide-Sulfur External Suspension,12,,N,1,N,07/01/2024,09/09/2024,ML,1,NR,N,,09/09/2024,,,01/23/2025
31722,0052,10,"CAMBER PHARMACEUTICALS, INC.",Active,"Dicyclomine Hydrochloride Caps, USP 10mg",01,0218018,N,1,N,07/01/2024,12/12/2024,CAP,1000,AB,N,,12/12/2024,,,01/24/2025
43598,0777,11,"DR. REDDY'S LABORATORIES, INC.",Active,Arformoterol Inh Sol 15mcg/2ml 1's -IP,01,0215032,N,1,N,06/03/2024,01/15/2025,ML,2,AN,Y,,01/15/2025,,,01/21/2025
43598,0777,30,"DR. REDDY'S LABORATORIES, INC.",Active,Arformoterol Inh Sol 15mcg/2ml 30s(30X1s),01,0215032,N,1,N,06/03/2024,01/15/2025,ML,60,AN,Y,,01/15/2025,,,01/21/2025
43598,0777,48,"DR. REDDY'S LABORATORIES, INC.",Active,Arformoterol Inh Sol 15mcg/2ml-4's-IP,01,0215032,N,1,N,06/03/2024,01/15/2025,ML,8,AN,Y,,01/15/2025,,,01/21/2025
43598,0777,60,"DR. REDDY'S LABORATORIES, INC.",Active,Arformoterol Inh Sol 15mcg/2ml 60s(15X4s),01,0215032,N,1,N,06/03/2024,01/15/2025,ML,120,AN,Y,,01/15/2025,,,01/21/2025
52536,0882,01,"WILSHIRE PHARMACEUTICALS, INC.",Active,"Verapamil HCl SR Capsules 180mg, 100",03,0019614,I,1,N,12/16/2024,12/16/2024,CAP,100,AB,N,,12/16/2024,,,01/24/2025
60219,1595,02,AMNEAL PHARMACEUTICALS,Active,Mycophenolate Mofetil Oral Susp 200mg/mL,01,0214871,N,1,N,11/02/2021,01/14/2022,ML,160,AB,N,12/20/2024,12/20/2024,12/31/2024,,01/20/2025
60505,6261,05,APOTEX CORP.,Active,ZINC SULFATE INJ 10MG/10ML 25 VIAL USA,01,0218059,N,1,N,10/28/2024,01/15/2025,ML,250,AP,Y,,01/15/2025,,,01/20/2025
60687,0818,40,AMERICAN HEALTH PACKAGING,Active,Methadone HCl Oral Solution CII,01,0087393,N,1,N,10/06/2024,12/17/2024,ML,5,AA,N,,12/17/2024,,,01/22/2025
60687,0818,46,AMERICAN HEALTH PACKAGING,Active,Methadone HCl Oral Solution CII,01,0087393,N,1,N,10/06/2024,12/17/2024,ML,50,AA,N,,12/17/2024,,,01/22/2025
60687,0818,86,AMERICAN HEALTH PACKAGING,Active,Methadone HCl Oral Solution CII,01,0087393,N,1,N,10/06/2024,12/17/2024,ML,150,AA,N,,12/17/2024,,,01/22/2025
60687,0845,40,AMERICAN HEALTH PACKAGING,Active,Fluoxetine Oral Solution,01,0079209,N,1,N,10/20/2024,01/02/2025,ML,5,AA,N,,01/02/2025,,,01/22/2025
60687,0845,46,AMERICAN HEALTH PACKAGING,Active,Fluoxetine Oral Solution,01,0079209,N,1,N,10/20/2024,01/02/2025,ML,50,AA,N,,01/02/2025,,,01/22/2025
60687,0845,77,AMERICAN HEALTH PACKAGING,Active,Fluoxetine Oral Solution,01,0079209,N,1,N,10/20/2024,01/02/2025,ML,200,AA,N,,01/02/2025,,,01/22/2025
60687,0847,24,AMERICAN HEALTH PACKAGING,Active,Lacosamide Oral Solution CV,01,0209224,N,1,N,12/15/2024,01/13/2025,ML,20,AA,N,,01/13/2025,,,01/22/2025
60687,0847,42,AMERICAN HEALTH PACKAGING,Active,Lacosamide Oral Solution CV,01,0209224,N,1,N,12/15/2024,01/13/2025,ML,10,AA,N,,01/13/2025,,,01/22/2025
60687,0847,48,AMERICAN HEALTH PACKAGING,Active,Lacosamide Oral Solution CV,01,0209224,N,1,N,12/15/2024,01/13/2025,ML,100,AA,N,,01/13/2025,,,01/22/2025
60687,0847,53,AMERICAN HEALTH PACKAGING,Active,Lacosamide Oral Solution CV,01,0209224,N,1,N,12/15/2024,01/13/2025,ML,200,AA,N,,01/13/2025,,,01/22/2025
60687,0847,55,AMERICAN HEALTH PACKAGING,Active,Lacosamide Oral Solution CV,01,0209224,N,1,N,12/15/2024,01/13/2025,ML,1000,AA,N,,01/13/2025,,,01/22/2025
60687,0847,82,AMERICAN HEALTH PACKAGING,Active,Lacosamide Oral Solution CV,01,0209224,N,1,N,12/15/2024,01/13/2025,ML,2000,AA,N,,01/13/2025,,,01/22/2025
60923,0554,63,SAREPTA THERAPEUTICS INC.,Active,ELEVIDYS 63x10mL vials/kit 1.33E13 vg/mL,02,0125781,S,1,N,06/22/2023,12/17/2024,EA,1,NR,Y,,12/17/2024,,,01/23/2025
62559,0420,11,"ANI PHARMACEUTICALS, INC.",Active,"Mesalamine Rectal Suspension Enema, 4g/60mL",04,0019618,I,1,N,09/30/1990,05/24/2016,ML,60,AB,N,05/24/2016,05/24/2016,,,01/21/2025
63739,0760,01,MCKESSON CORPORATION DBA SKY PACKAGING,Active,POLYETH GLY PWD 17g,01,0202850,N,2,N,12/15/2015,06/29/2020,EA,1,NR,N,10/10/2024,10/10/2024,,,01/22/2025
68001,0620,54,BLUEPOINT LABORATORIES,Active,Azacitidine Injection,01,0201537,N,1,N,11/01/2024,01/08/2025,EA,1,AP,N,,01/08/2025,,,01/22/2025
68001,0626,85,BLUEPOINT LABORATORIES,Active,Fulvestrant Injection,01,0215077,N,1,N,12/01/2024,01/15/2025,ML,10,AO,N,,01/15/2025,,,01/22/2025
68001,0626,86,BLUEPOINT LABORATORIES,Active,Fulvestrant Injection,01,0215077,N,1,N,12/01/2024,01/15/2025,ML,5,AO,N,,01/15/2025,,,01/22/2025
68382,0498,14,ZYDUS PHARMACEUTICALS (USA) INC.,Active,TOPIRAMATE CAP 50MG (60 CT),01,0078877,N,1,N,10/23/2024,01/18/2025,CAP,1,AB,N,01/18/2025,01/18/2025,,,01/23/2025
68462,0758,01,"GLENMARK PHARMACEUTICALS, INC., USA",Active,PHYTONADIONE INJ EMUL 10MG/ML 1ML,01,0217386,N,1,N,12/10/2024,01/21/2025,ML,1,A1,Y,,01/21/2025,,,01/23/2025
68462,0758,05,"GLENMARK PHARMACEUTICALS, INC., USA",Active,PHYTONADIONE INJ EMUL 10MG/ML 1MLX5,01,0217386,N,1,N,12/10/2024,01/21/2025,ML,1,A1,Y,,01/21/2025,,,01/23/2025
68462,0758,25,"GLENMARK PHARMACEUTICALS, INC., USA",Active,PHYTONADIONE INJ EMUL 10MG/ML 1MLX25,01,0217386,N,1,N,12/10/2024,01/21/2025,ML,1,A1,Y,,01/21/2025,,,01/23/2025
68546,0161,15,"TEVA NEUROSCIENCE, INC.",Active,"AUSTEDO XR TAB 6MG BLISTER, IP",03,0216354,S,1,Y,02/17/2023,08/01/2023,TAB,14,NR,N,,08/01/2023,06/30/2025,,01/21/2025
68546,0163,15,"TEVA NEUROSCIENCE, INC.",Active,"AUSTEDO XR TAB 12MG BLISTER, IP",03,0216354,S,1,Y,02/17/2023,08/01/2023,TAB,14,NR,N,,08/01/2023,06/30/2025,,01/21/2025
68546,0165,15,"TEVA NEUROSCIENCE, INC.",Active,"AUSTEDO XR TAB 24MG BLISTER, IP",03,0216354,S,1,Y,02/17/2023,08/01/2023,TAB,14,NR,N,,08/01/2023,06/30/2025,,01/21/2025
69238,2448,01,"AMNEAL PHARMACEUTICALS, LLC",Active,Estradiol TD Gel 0.1% - 1.25gm/1.25mg - Single Pk,01,0216055,N,1,N,07/12/2024,12/16/2024,GM,1.25,AB,N,,12/16/2024,,,01/20/2025
69238,2449,01,"AMNEAL PHARMACEUTICALS, LLC",Active,Estradiol TD Gel 0.1% - 1gm/1mg - Single Pk,01,0216055,N,1,N,07/12/2024,12/13/2024,GM,1,AB,N,,12/13/2024,,,01/20/2025
69238,2450,01,"AMNEAL PHARMACEUTICALS, LLC",Active,Estradiol TD Gel 0.1% - 0.75gm/0.75mg - Single Pk,01,0216055,N,1,N,07/12/2024,12/13/2024,GM,0.75,AB,N,,12/13/2024,,,01/20/2025
69238,2451,01,"AMNEAL PHARMACEUTICALS, LLC",Active,Estradiol TD Gel 0.1% - 0.5gm/0.5mg - Single Pk,01,0216055,N,1,N,07/12/2024,12/13/2024,GM,0.5,AB,N,,12/13/2024,,,01/20/2025
69238,2452,01,"AMNEAL PHARMACEUTICALS, LLC",Active,Estradiol TD Gel 0.1% - 0.25gm/0.25mg - Single Pk,01,0216055,N,1,N,07/12/2024,01/07/2025,GM,0.25,AB,N,,01/07/2025,,,01/20/2025
69238,2452,03,"AMNEAL PHARMACEUTICALS, LLC",Active,Estradiol TD Gel 0.1%  - 0.25gm/0.25mg - 30 pack,01,0216055,N,1,N,07/12/2024,01/07/2025,GM,7.5,AB,N,,01/07/2025,,,01/20/2025
69238,2691,01,"AMNEAL PHARMACEUTICALS, LLC",Active,Nicardipine HCL 20mg,01,0218202,N,1,N,04/10/2024,01/15/2025,CAP,90,AB,N,,01/15/2025,,,01/20/2025
69238,2692,01,"AMNEAL PHARMACEUTICALS, LLC",Active,Nicardipine HCL 30mg,01,0218202,N,1,N,04/10/2024,01/15/2025,CAP,90,AB,N,,01/15/2025,,,01/20/2025
69238,2693,01,"AMNEAL PHARMACEUTICALS, LLC",Active,Cabergoline 0.5mg,01,0218618,N,1,N,06/25/2024,01/07/2025,TAB,8,AB,N,,01/07/2025,,,01/20/2025
70069,0441,01,"SOMERSET THERAPEUTICS, LLC.",Active,Dicyclomine HCl Injection 20mg/2mL Amp,01,0214333,N,1,N,11/01/2024,12/04/2024,ML,2,AP,Y,,12/04/2024,,,01/21/2025
70069,0441,05,"SOMERSET THERAPEUTICS, LLC.",Active,Dicyclomine HCl Injection 20mg/2mL Amp,01,0214333,N,1,N,11/01/2024,12/04/2024,ML,10,AP,Y,,12/04/2024,,,01/21/2025
70069,0471,01,"SOMERSET THERAPEUTICS, LLC.",Active,"Lacosamide Injection, USP 200mg/20mL",01,0214960,N,1,N,10/09/2024,12/04/2024,ML,20,AP,Y,,12/04/2024,,,01/21/2025
70069,0471,10,"SOMERSET THERAPEUTICS, LLC.",Active,"Lacosamide Injection, USP 200mg/20mL",01,0214960,N,1,N,10/09/2024,12/04/2024,ML,200,AP,Y,,12/04/2024,,,01/21/2025
70069,0516,01,"SOMERSET THERAPEUTICS, LLC.",Active,Timolol Maleate Oph Solution 0.5% 2.5mL,01,0216653,N,1,N,07/03/2024,12/10/2024,ML,3,AT,N,,12/10/2024,,,01/21/2025
70069,0568,01,"SOMERSET THERAPEUTICS, LLC.",Active,"Brimonidine Tartrate Ophthalmic Solution 0.1%, 15mL",01,0216906,N,1,N,08/09/2024,12/11/2024,ML,15,AB,N,,12/11/2024,,,01/21/2025
70069,0581,01,"SOMERSET THERAPEUTICS, LLC.",Active,Atropine Sulphate Ophthalmic Solution 1% 2mL,01,0215618,N,1,N,07/01/2024,01/08/2025,ML,2,AT,N,,01/08/2025,,,01/21/2025
70069,0582,01,"SOMERSET THERAPEUTICS, LLC.",Active,Atropine Sulfate Ophthalmic Solution 1% 5mL,01,0215618,N,1,N,07/01/2024,12/31/2024,ML,5,AT,N,01/01/2025,01/01/2025,,,01/21/2025
70069,0586,01,"SOMERSET THERAPEUTICS, LLC.",Active,"Travoprost Opthalmic Solution 0.004%, 2.5mL",01,0217228,N,1,N,09/23/2024,01/08/2025,ML,2.5,AT,N,,01/08/2025,,,01/21/2025
70069,0587,01,"SOMERSET THERAPEUTICS, LLC.",Active,"Travoprost Ophthalmic Solution 0.004%, 5mL",01,0217228,N,1,N,09/23/2024,01/08/2025,ML,5,AT,N,,01/08/2025,,,01/21/2025
70069,0597,01,"SOMERSET THERAPEUTICS, LLC.",Active,"Tetracaine HCl Opthalmic Solution, USP 0.5% 15mL",01,0217227,N,1,N,12/20/2024,12/27/2024,ML,15,AB,N,,12/27/2024,,,01/21/2025
70069,0631,01,"SOMERSET THERAPEUTICS, LLC.",Active,"Atropin Sulfate Inj 0.4mg/mL, 1mL",01,0215969,N,1,N,07/03/2024,12/10/2024,ML,1,AP,Y,,12/10/2024,,,01/21/2025
70069,0631,25,"SOMERSET THERAPEUTICS, LLC.",Active,"Atropin Sulfate Inj 0.4mg/mL, 1mL 25's",01,0215969,N,1,N,07/03/2024,12/10/2024,ML,25,AP,Y,,12/10/2024,,,01/21/2025
70069,0641,01,"SOMERSET THERAPEUTICS, LLC.",Active,"Atropin Sulfate Inj 1mg/mL, 1mL",01,0215969,N,1,N,07/03/2024,12/10/2024,ML,1,AP,Y,,12/10/2024,,,01/21/2025
70069,0641,25,"SOMERSET THERAPEUTICS, LLC.",Active,"Atropin Sulfate Inj 1mg/mL, 1mL 25's",01,0215969,N,1,N,07/03/2024,12/10/2024,ML,25,AP,Y,,12/10/2024,,,01/21/2025
70069,0686,01,"SOMERSET THERAPEUTICS, LLC.",Active,Ofloxacin Otic Solution 0.3% 5mL,01,0216328,N,1,N,10/15/2024,01/08/2025,ML,5,AT,N,,01/08/2025,,,01/21/2025
70069,0711,01,"SOMERSET THERAPEUTICS, LLC.",Active,Bepotastine Besilate Oph Soln 1.5%5mL 1s,01,0217770,N,1,N,08/14/2024,12/13/2024,ML,5,AT,N,,12/13/2024,,,01/21/2025
70069,0712,01,"SOMERSET THERAPEUTICS, LLC.",Active,Bepotastine Besilate Oph Soln 1.5%10mL 1s,01,0217770,N,1,N,08/14/2024,01/02/2025,ML,10,AT,N,,01/02/2025,,,01/21/2025
70677,1197,01,STRATEGIC SOURCING SERVICES LLC,Active,F&T PHENOL CALAMINE LOT 6OZ,10,PART347,N,2,N,09/30/1990,03/31/1994,ML,177,NR,N,12/20/2024,12/20/2024,,,01/21/2025
70677,1201,01,STRATEGIC SOURCING SERVICES LLC,Active,F&T CAMPHOR SPIRIT 2OZ,10,PART348,N,2,N,09/30/1990,03/31/1994,ML,59,NR,N,11/15/2024,11/15/2024,,,01/21/2025
70677,1202,01,STRATEGIC SOURCING SERVICES LLC,Active,F&T IODIDES TINC DECOLORIZE 2Z,10,PART333,N,2,N,11/01/2005,12/15/2005,ML,59,NR,N,12/20/2024,12/20/2024,,,01/21/2025
70752,0141,10,QUAGEN PHARMACUETICALS LLC,Active,"Butalbital, Acetaminophen Caffeine Capsules, 50 mg- 325 mg",01,0216376,N,1,N,03/12/2024,11/18/2024,EA,100,AA,N,,11/18/2024,,,01/24/2025
70860,0781,42,"ATHENEX PHARMACEUTICAL DIVISION, LLC",Active,GLYCOPYRROLATE INJECTION USP 0.4MG PER 2ML (0.2MG PER ML),01,0210083,N,1,N,02/21/2020,01/31/2023,ML,2,AP,Y,11/20/2023,11/20/2023,,,01/23/2025
70954,0417,10,"ANI PHARMACEUTICALS, INC.",Active,L-glutamine Oral Powder Packet,01,0215647,N,1,N,07/08/2024,07/17/2024,GM,5,AA,N,,07/17/2024,,,01/23/2025
72078,0046,00,Mylan Institutional LLC,Active,Amiodarone 50mg/mL 9mL SDV N+ 1PK,01,0076217,N,1,N,10/15/2002,10/15/2002,ML,9,AP,Y,06/09/2023,06/09/2023,,,01/21/2025
72511,0399,01,AMGEN USA INC.,Active,AMJEVITA (adalimumab-atto),02,0761024,S,1,N,08/14/2023,12/27/2023,ML,0.2,NR,Y,12/13/2024,12/13/2024,,,01/21/2025
72511,0479,01,AMGEN USA INC.,Active,AMJEVITA (adalimumab-atto),02,0761024,S,1,N,08/14/2023,12/21/2023,ML,0.4,NR,Y,12/13/2024,12/13/2024,,,01/21/2025
72511,0479,02,AMGEN USA INC.,Active,AMJEVITA (adalimumab-atto),02,0761024,S,1,N,08/14/2023,12/21/2023,ML,0.8,NR,Y,12/13/2024,12/13/2024,,,01/21/2025
72511,0481,01,AMGEN USA INC.,Active,AMJEVITA (adalimumab-atto),02,0761024,S,1,N,08/14/2023,12/27/2023,ML,0.8,NR,Y,12/13/2024,12/13/2024,,,01/21/2025
72511,0481,02,AMGEN USA INC.,Active,AMJEVITA (adalimumab-atto),02,0761024,S,1,N,08/14/2023,12/27/2023,ML,1.6,NR,Y,12/13/2024,12/13/2024,,,01/21/2025
72511,0482,01,AMGEN USA INC.,Active,AMJEVITA (adalimumab-atto),02,0761024,S,1,N,08/14/2023,12/21/2023,ML,0.4,NR,Y,12/13/2024,12/13/2024,,,01/21/2025
72511,0482,02,AMGEN USA INC.,Active,AMJEVITA (adalimumab-atto),02,0761024,S,1,N,08/14/2023,12/21/2023,ML,0.8,NR,Y,12/13/2024,12/13/2024,,,01/21/2025
72578,0181,06,VIONA PHARMACEUTICALS INC.,Active,DOXEPIN HCL TABLETS 3MG 30CT,01,0202761,N,1,N,08/16/2023,01/17/2025,TAB,1,AB,N,01/17/2025,01/17/2025,,,01/23/2025
72578,0182,06,VIONA PHARMACEUTICALS INC.,Active,DOXEPIN HCL TABLETS 6MG 30CT,01,0202761,N,1,N,08/16/2023,01/17/2025,TAB,1,AB,N,01/17/2025,01/17/2025,,,01/23/2025
73352,0455,01,Trifluent Pharma LLC,Active,Hydrocortisone Topical Solution 2.5%,01,0081271,N,1,N,04/17/1992,12/01/2024,ML,30,NR,N,,12/01/2024,,,01/20/2025
73555,0501,00,"Syndax Pharmaceuticals, Inc.",Active,Revuforj,03,0218944,S,1,N,11/15/2024,11/21/2024,TAB,30,NR,N,,12/18/2024,,,01/24/2025
73555,0502,00,"Syndax Pharmaceuticals, Inc.",Active,Revuforj,03,0218944,S,1,N,11/15/2024,11/21/2024,TAB,30,NR,N,,12/18/2024,,,01/24/2025
74157,0016,60,INA Pharmaceutics Inc,Active,Diclofenac Potassium Tab 25MG #60,01,0215787,N,1,N,11/09/2023,12/02/2024,TAB,60,AB,N,,12/02/2024,,,01/21/2025
75907,0049,01,"DR. REDDY'S LABORATORIES, INC.",Active,"METHYLPHENIDATE HCL ER CAP 10MG,100S  ",01,0200886,N,1,N,02/26/2018,05/02/2019,CAP,1,AB,N,01/23/2025,01/23/2025,,,01/24/2025
75907,0050,01,"DR. REDDY'S LABORATORIES, INC.",Active,"METHYLPHENIDATE HCL ER CAPS 20MG,100S BT",01,0078458,N,1,N,12/01/2011,08/13/2019,CAP,1,AB,N,01/23/2025,01/23/2025,,,01/24/2025
75907,0051,01,"DR. REDDY'S LABORATORIES, INC.",Active,"METHYLPHENIDATE HCL ER CAPS 30MG,100S BT",01,0078458,N,1,N,12/01/2011,12/01/2011,CAP,1,AB,N,01/23/2025,01/23/2025,,,01/24/2025
75907,0052,01,"DR. REDDY'S LABORATORIES, INC.",Active,"Methylphenidate Hcl ER Caps 40mg,100s Bt",01,0078458,N,1,N,12/01/2011,06/24/2019,CAP,1,AB,N,01/23/2025,01/23/2025,,,01/24/2025
75907,0060,60,"DR. REDDY'S LABORATORIES, INC.",Active,"Nystatin Topical Powder,USP 60gm Ct",01,0065203,N,1,N,09/18/2009,09/18/2009,GM,60,AT,N,10/18/2024,10/18/2024,,,01/23/2025
80830,1188,01,Amneal Pharmaceuticals Private Limited,Active,Propofol Injectable Emulsion 200mg/20mL - Inner Pk,01,0217525,N,1,N,08/15/2024,12/26/2024,ML,20,AB,Y,,12/26/2024,,,01/20/2025
80830,1188,07,Amneal Pharmaceuticals Private Limited,Active,Propofol Injectable Emulsion 200mg/20mL,01,0217525,N,1,N,08/15/2024,12/26/2024,ML,200,AB,Y,,12/26/2024,,,01/20/2025
80830,2365,01,Amneal Pharmaceuticals Private Limited,Active,Propofol Injectable Emulsion 1000mg/100mL - Inner Pk,01,0217525,N,1,N,08/15/2024,12/26/2024,ML,100,AB,Y,,12/26/2024,,,01/20/2025
80830,2365,07,Amneal Pharmaceuticals Private Limited,Active,Propofol Injectable Emulsion 1000mg/100mL,01,0217525,N,1,N,08/15/2024,12/26/2024,ML,1000,AB,Y,,12/26/2024,,,01/20/2025
81033,0104,05,Kesin Pharma Corporation,Active,Atovaquone Oral Suspension Unit Dose 750mg/5ml 1x5ml,01,0212918,N,1,N,03/30/2021,06/01/2021,ML,5,AB,N,08/07/2024,08/07/2024,,,01/22/2025
81033,0241,30,Kesin Pharma Corporation,Active,Lactulose Oral Solution 20g/30ml,01,0076645,N,1,N,07/28/2003,07/28/2003,ML,30,AA,N,05/15/2024,05/15/2024,,,01/22/2025
81033,0412,15,Kesin Pharma Corporation,Active,Potassium Chloride OS 10%-15mL-Pack 1.5mg/15ml,01,0216156,N,1,N,03/07/2023,03/15/2023,ML,15,AA,N,08/23/2024,08/23/2024,,,01/22/2025
